ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMART22N000000144,문화시설,미술관,현대어린이책미술관 MOKA GARDEN,경기,남양주시,4136011200,다산동,4136054500,다산1동,4.13603E+11,경기 남양주시 다산순환로 50,12248,다사693574,127.1524291,37.6162579,사립,등록,031-8078-2900,2020.11.06,Y,2020.12.18,경기-사립21-2020-09호,www.hmoka.org,Y,무료,Y,667.87,667.87,84,43,168.53,42.4,230,2000,연1회,2,58,6821,117.6034483,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,3,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000145,문화시설,미술관,DIMA 아트센터,경기,안성시,4155041027,삼죽면 진촌리,4155041000,삼죽면,4.15504E+11,경기 안성시 삼죽면 동아예대길 47,17516,다바869959,127.3532946,37.0623612,대학,등록,031-670-6938,2013.02.28,Y,2013.11.28,경기-대학21-2013-18호,http://art.dima.ac.kr,N,,N,1138050,1927.19,191.957,61,64,58,82,,연2회,,250,2121,8.484,,,,,,,,,,,,,,,,,,전체,,,,,,,,,,1,,1,1,1,,1,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000146,문화시설,미술관,KUMA 계원예술대학교 미술관,경기,의왕시,4143010700,내손동,4143054000,내손1동,4.14303E+11,경기 의왕시 계원대학로 66,16038,다사541312,126.9818215,37.3794707,대학,등록,031-420-1735,2013.04.22,Y,2013.04.22,경기-사립21-2013-03호,www.kaywon.ac.kr,N,,N,325,475,419,60,,53,,,연4회,,임시휴관중,임시휴관중,,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000147,문화시설,미술관,갤러리 우촌(미술관),경기,성남시 수정구,4113111300,상적동,4113164000,고등동,4.11313E+11,경기 성남시 수정구 적푸리로 9,13443,다사629372,127.0814784,37.4337295,대학,등록,031-724-1661,2014.01.17,Y,2016.06.15,경기-대학21-2016-02호,www.sbg.or.kr,N,,N,165000,971,347,131,351.7,141.1,,,연11회,2,331,70517,213.0422961,"7,000","3,000","5,000","5,000","7,000",약28.5,약28.5,"만65세 이상, 장애인(1~3급) 동반보호자 1명, 장애인(4~6급),,국가유공자, 의경 및 군인(사병)은 신분증을 제시하면 할인입장이 되며,,36개월 미만의 단체관람은 유아 할인 금액을 적용","지역주민(적푸리마을 주민), 만3세(36개월)미만의 유아,(단체는 해당 안됨), 장애인(1~3 급 본인에 한함), 신구대학교 교직원,및 재학생은 입장 하실 때 신분증을 제시하시면 무료 입장","7,000","3,000","5,000","5,000","7,000",약 28.5,약 28.5,"만65세 이상, 장애인(1~3급) 동반보호자 1명, 장애인(4~6급),,국가유공자, 의경 및 군인(사병)은 신분증을 제시하면 할인입장이 되며,,36개월 미만의 단체관람은 유아 할인 금액을 적용","지역주민(적푸리마을 주민), 만3세(36개월)미만의 유아,(단체는 해당 안됨), 장애인(1~3 급 본인에 한함), 신구대학교 교직원,및 재학생은 입장 하실 때 신분증을 제시하시면 무료 입장",,,,,,,,,,1,,19,19,19,6,0,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000148,문화시설,미술관,강릉시립미술관,강원,강릉시,4215011000,교동,4215055000,교1동,4.21504E+11,강원 강릉시 화부산로40번길 46,25504,마사225743,128.890841,37.7605517,공립,등록,033-640-4271,2013.07.01,Y,2013.04.16,강원-공립13-2013-02호,www.gn.go.kr/mu/index.do,N,,N,1306,917,994,40,23,29,13,,연4회,3,260,23672,91.04615385,,,,,,,,,전체,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000149,문화시설,미술관,공립인제내설악미술관,강원,인제군,4281032023,북면 한계리,4281032000,북면,4.28104E+11,강원 인제군 북면 예술인촌길 66-27,24607,라아659165,128.2523603,38.1466769,공립,등록,033-463-4081,2012.10.06,Y,2013.09.23,강원-공립13-2013-54호,http://www.inama.co.kr/,N,,N,666,803.95,353,86,86,28,57,360,연5회,3,197,8424,42.76142132,,,,,,,,,전체,,,,,,,,,전채,,,,,,,2,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000150,문화시설,미술관,양구군립 박수근미술관,강원,양구군,4280025032,양구읍 정림리,4280025000,양구읍,4.28003E+11,강원 양구군 양구읍 박수근로 265-15,24549,라아422107,127.9816158,38.0961751,공립,등록,033-480-7226,2002.10.25,Y,2003.02.28,강원-공립13-2003-263호,www.parksookeunmuseum.co.kr,Y,무료,N,53507,4098,2840,252,278,128,139,590,연8회,9,310,33651,108.5516129,,,,,,,,,,"6,000",무료,"3,000","3,000","3,000",30,50,"예술인패스, 호수문화관광권(춘천,화천,양구, 인제 지역민), 접경지역(철원,고성, 강화,옹진, 김포, 파주, 연천) 50%할인 50%할인","7세이하,65세이상,장애인,국가유공자, 문화의 날 무료",,,1,1,,1,1,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000151,문화시설,미술관,진부령미술관,강원,고성군,4282025037,간성읍 흘리,4282025000,간성읍,4.28203E+11,강원 고성군 간성읍 진부령로 663,24742,라아750297,128.3582402,38.2651766,공립,미등록,033-680-3360,2004.12.20,N,미등록,미등록,https://gwgs.go.kr/tour/index.do,N,,N,1807,963.96,634,60,,,,,연6회,,185,5022,27.14594595,,,,,,,,,,,,,,,,,,전체,1,1,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000152,문화시설,미술관,춘천미술관,강원,춘천시,4211010700,옥천동,4211058000,소양동,4.21103E+11,강원 춘천시 서부대성로 71,24264,라사203869,127.7313736,37.8823741,공립,미등록,033-241-1856,2000.12.21,N,미등록,미등록,ccart.or.kr,N,,N,3579,372,251,27,,24,,,연5회,5,238,10000,42.01680672,,,,,,,,,전체,,,,,,,,,,,,,,,,2,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000153,문화시설,미술관,KT&G 상상마당 춘천 아트갤러리,강원,춘천시,4211012500,삼천동,4211067500,강남동,4.21104E+11,강원 춘천시 스포츠타운길399번길 25,24239,라사177859,127.7020916,37.8736178,사립,등록,070-7586-0539,2014.08.25,Y,2017.08.25,강원-사립13-2017-03호,https://www.sangsangmadang.com/,N,,N,12914,3873,178,19,176,75.87,18,1668,,,172,34187,198.7616279,,,,,,,,,,,,,,,,,,전체,,,,,,,,,,2,2,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000154,문화시설,미술관,국제현대미술관,강원,영월군,4275025025,영월읍 삼옥리,4275025000,영월읍,4.27504E+11,강원 영월군 영월읍 삼옥길 31,26223,라사893126,128.5069046,37.2084016,사립,등록,033-375-2752,2000.11.02,Y,2012.12.31,강원-사립13-2012-41호,www.ywmuseum.com,N,,N,9203,846,506,56,90,66,60,200,연1~2회,8,269,3260,12.11895911,"5,000","3,000","4,000","4,000","5,000",20,50,"군민, 65세이상","장애 2급이상, 5세미만","5,000","3,000","4,000","4,000","5,000",20,50,"군민, 65세이상","장애 2급이상, 5세미만",,,,,,,,,,,2,1,1,1,,2,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000155,문화시설,미술관,권진규미술관(휴관),강원,춘천시,4211031025,동면 월곡리,4211031000,동면,4.21104E+11,강원 춘천시 동면 금옥길 228,24211,라사268911,127.8052555,37.9200555,사립,미등록,033-243-2111,,N,미등록,미등록,https://www.instagram.com/dalmue_official,N,,N,,,,,,,,,,,휴관,휴관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000156,문화시설,미술관,내설악백공미술관,강원,인제군,4281032024,북면 용대리,4281032000,북면,4.28104E+11,강원 인제군 북면 황태길 245,24605,라아754240,128.3622348,38.2133718,사립,등록,033-461-2780,2011.08.07,Y,2011.12.27,강원-사립13-2011-03호,www.baekgong.com,N,,N,18178,854,650,100,,20,,,연2회,,300,600,2,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000157,문화시설,미술관,뮤지엄 산(청조갤러리),강원,원주시,4213033026,지정면 월송리,4213033000,지정면,4.21304E+11,강원 원주시 지정면 오크밸리2길 260,26357,라사286351,127.8234698,37.4153277,사립,등록,033-730-9000~1,2012.06.29,Y,2012.06.29,강원-사립13-2012-33호,www.museumsna.org,Y,무료,Y,71172,11683,7002,314,362,149,35,3524,,12,305,238701,782.6262295,"28,000",무료,"19,000","11,000",19000,20,20,"강원도민,경로,장애인,국가유공자,대학생",미취학아동,,,,,,,,,,,,,,,,,,,5,14,,,,,24,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000158,문화시설,미술관,바우지움조각미술관,강원,고성군,4282033033,토성면 원암리,4282033000,토성면,4.28205E+11,강원 고성군 토성면 원암온천3길 37,24768,라아888240,128.5151501,38.2123456,사립,등록,033-632-6632,2015.06.20,Y,2018.11.19,강원-사립13-2018-07호,www.bauzium.co.kr,N,,N,914,914,404,27,123,48,27,,연5회,5,314,35296,112.4076433,"9000,(커피제공)","4,000,(5세이상)","5,000","5,000","9000,(커피제공)","6,000(20인 이상시, 커피는 제공되지않음)","고성지역주민 1,000원,할인","미취학아동, 학교 단체 체험프로그램 목적 방문 시 입장료 무료",4세 이하,,,,,,,,,상설전시티켓으로 기획전시 무료관람,,,,,,,,,,1,1,2,2,2,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000159,문화시설,미술관,박경리뮤지엄,강원,원주시,4213037022,흥업면 매지리,4213037000,흥업면,4.21304E+11,강원 원주시 흥업면 매지회촌길 79-1,26494,라사365176,127.9118502,37.257229,사립,등록,033-763-7178,2021.10.28,Y,2021.05.27,강원-사립12-2021-02호,https://pknmuseum.modoo.at/,N,,N,7314,3009.5,352,36,132,104,61,12451,,2,47,189,4.021276596,"5,000",무료,"4,000","4,000","5,000",20~25,20,"65세 이상 경로우대 1,000원 할인",미취학아동,,,,,,,,,,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000160,문화시설,미술관,석봉도자기미술관,강원,속초시,4221010600,교동,4221056000,교동,4.22103E+11,강원 속초시 엑스포로 156,24838,라아947225,128.5825629,38.197951,사립,등록,033-638-7711,1997.10.02,Y,1997.10.02,강원-사립13-1997-02호,www.dogong.net,Y,무료,N,1334,2107,1313,800,414,131,130,1105,,25,300,4864,16.21333333,"5,000",,"3,000","3,000","5,000",20,20,"지역주민, 장애인, 경로 20%",5세이하,,,,,,,,,,,,,,,,,,,1,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000161,문화시설,미술관,오랜미래신화미술관,강원,원주시,4213025024,문막읍 취병리,4213025000,문막읍,4.21303E+11,강원 원주시 문막읍 취병로 711,26360,라사238279,127.7697485,37.3500834,사립,등록,033-746-5256,2008.10.25,Y,2015.10.15.,강원-사립13-2015-65호,myth-art.net,N,,N,995,351,153,66,20,20,20,,,2,예약제,720,,"5,000","3,000","3,000","3,000","5,000",,,"마을주민, 국가유공자, 장애인",,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000162,문화시설,미술관,월산미술관,강원,동해시,4217012400,삼화동,4217065000,삼화동,4.21703E+11,강원 동해시 삼화로 520,25746,마사345416,129.0213151,37.4639335,사립,미등록,033-534-8855,2016.06.04,N,미등록,미등록,https://blog.naver.com/wsart88,N,,N,975,1849,341,,,,,,연9회,,200,2000,10,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000163,문화시설,미술관,이상원미술관,강원,춘천시,4211036026,사북면 지암리,4211036000,사북면,4.21104E+11,강원 춘천시 사북면 화악지암길 99,24200,라사068964,127.5783522,37.9683235,사립,미등록,033-255-9001,2014.10.18,N,미등록,미등록,www.lswmuseum.com,N,,N,19299,4877,900,231,132,100,33,500,연4회,20,338,30000,88.75739645,"8,000",무료,"6,000","6,000","8,000",25,,,7세이하,,,,,,,,,,,,,,,,,,,1,,25,25,25,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000164,문화시설,미술관,일현미술관(휴관),강원,양양군,4283032021,손양면 동호리,4283032000,손양면,4.28303E+11,강원 양양군 손양면 선사유적로 359,25042,마아034073,128.6789588,38.0605523,사립,등록,033-670-8450,2006.03.30,Y,2007.01.24,강원-사립13-2007-05호,www.ilhyunmuseum.or.kr,N,,N,6200,2000,4454,27,50,16,,,,,휴관,휴관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000165,문화시설,미술관,장길환미술관,강원,강릉시,4215011500,견소동,4215059000,송정동,4.21503E+11,강원 강릉시 해안로 10,25556,마사270759,128.9430975,37.7744783,사립,등록,033-661-3413,2020.11.17,Y,2020.12.28,강원-사립13-2020-01호,,N,,N,1430,2265,626,49,,21.82,121,178,연2회,1,314,,0,"10,000",,"7,000","7,000",,20,10,국가유공자. 장애인,,"10,000",,"7,000","7,000",,20,10,"국가유공자, 장애인",4살미만 유아,,,,,,,,,,1,,1,1,1,,1,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000166,문화시설,미술관,정선507미술관,강원,정선군,4277025030,정선읍 광하리,4277025000,정선읍,4.27703E+11,강원 정선군 정선읍 동강로 2914,26133,라사997297,128.6267068,37.3613669,사립,등록,02-507-5755,2019.03.31,Y,2019.06.20,강원-사립21-2019-01호,www.museum507.org/,N,,N,,562,562,11,200,34,,,연2회,6,200,3000,15,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,2,,1,1,1,,2,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000167,문화시설,미술관,쾌연재도자미술관,강원,영월군,4275035521,한반도면 옹정리,4275035500,한반도면,4.27503E+11,강원 영월군 한반도면 한반도로 452,26213,라사770136,128.3679631,37.2181628,사립,등록,033-372-8436,2008.11.08,Y,2012.12.31,강원-사립13-2012-42호,www.kwaeyeonjae.com,N,,N,5802,265,138,32,145,15,15,300,연0회,1,255,346,1.356862745,"5,000","3,000","4,000","4,000","5,000",20,50,"군민, 65세이상","장애 2급이상, 5세미만",,,,,,,,,,,,,,,,,,,,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000168,문화시설,미술관,하슬라미술관,강원,강릉시,4215034028,강동면 정동진리,4215034000,강동면,4.21503E+11,강원 강릉시 강동면 율곡로 1441,25631,마사329683,129.0078449,37.7054563,사립,등록,033-644-9411,2003.10.20,Y,2007.07.09,강원-사립12-2007-04호,www.museumhaslla.com,N,,Y,108596,284.38,177,29,,21,12,300,연1회,11,365,240000,657.5342466,"12,000","11,000","11,000","12,000","12,000",10,,"국가유공자, 장애인",,,,,,,,,,,,,,,,,,,,2,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000169,문화시설,미술관,피움아트센터,강원,고성군,4282032030,죽왕면 야촌리,4282032000,죽왕면,4.28205E+11,강원 고성군 죽왕면 곡실평길 330,24749,라아865345,128.490162,38.3072324,사립,미등록,033-631-0030,2020.11.20,N,미등록,미등록,www.piumresort.com,N,,N,1600,2840,1600,330,280,80,270,,연7회,10,365,5000,13.69863014,,,,,,,,,,,,,,,,,,전체,,,,,,,,,,,,4,4,4,,1,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000170,문화시설,미술관,관아갤러리,충북,충주시,4313010100,성내동,4313051500,성내.충인동,4.31305E+11,충북 충주시 관아5길 10,27388,라바388858,127.9360859,36.9700757,공립,미등록,043-850-3913,2005.07.12,N,미등록,미등록,www.chungju.go.kr/culture/,N,,N,873,730.38,305,,,,,,,,152,5320,35,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000171,문화시설,미술관,진천군립 생거판화미술관,충북,진천군,4375025028,진천읍 장관리,4375025000,진천읍,4.37503E+11,충북 진천군 진천읍 백곡로 1504-10,27843,다바924747,127.4148854,36.8709596,공립,등록,043-539-3607,2010.09.16,Y,2014.01.07,충북-공립13-2014-01호,"http://www.jincheon,go.kr",N,,N,4120,1537.77,358,113,218.59,63.36,12,,연3회,6,179,6037,33.72625698,,,,,,,,"증축, 주최주관전시 임시무료관람",전체,,,,,,,,"증축, 주최주관전시 ,임시무료관람",전체,,,,1,,,2,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000172,문화시설,미술관,청주시립미술관,충북,청주시 서원구,4311210100,사직동,4311252000,사직2동,4.31125E+11,충북 청주시 서원구 충렬로18번길 50,28654,다바980485,127.4782984,36.6347177,공립,등록,043-201-2658,2016.07.01,Y,2018.01.09,충북-공립13-2018-01호,cmoa.cheongju.go.kr,N,,N,9134,4910,1641,613,195.9,174.1,69,2663,연4회,2,301,20957,69.62458472,,,,,,,,,,"1,000",,500,700,"1,000",30,,청주시민 50%할인,"청주시립미술관 관리ㆍ운영 조례 제8조, 각 호의 어느 하나에 해당하는 사람,,1. 국빈, 외교사절단 및 그 수행자,2. 6세이하의 어린이, 65세 이상 노인,3. 학술연구 및 공무수행,4. 장애인복지법에 따른 장애인,5. 국가유공자 등 예우 및 지원에 관한 법률에 따른 국가유공자 등(8개법령),6. 그 밖에 미술관 운영상 특별히 필요하다고 시장이 인정하는 사람",2,2,13,6,,13,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000173,문화시설,미술관,청주시립미술관 분관(대청호미술관),충북,청주시 상당구,4311135021,문의면 문산리,4311135000,문의면,4.31113E+11,충북 청주시 상당구 문의면 대청호반로 721,28208,다바994343,127.4937195,36.5071131,공립,등록,043-201-2658,2004.10.02,Y,2007.03.02.,충북-공립13-2007-01호,cmoa.cheongju.go.kr/daecheongho/index.do,N,,N,4900,1411.34,446,36,116,132,,,연6회,2,166,10377,62.51204819,,,,,,,,,,"1,000",500,500,800,"1,000",20,50,청주시민 50% 할인,문의문화재단지 입장객,1,1,2,,,2,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000174,문화시설,미술관,청주시한국공예관,충북,청주시 청원구,4311410200,내덕동,4311453000,내덕2동,4.31143E+11,충북 청주시 청원구 상당로 314,28501,다바993509,127.4923824,36.6561955,공립,등록,043-268-0255,2001.09.25,Y,2005.09.15,충북-공립13-2005-01호,https://cjkcm.org/,N,,N,10911,14238,6280,670,561,728,981,"아카이브  1,258개        도서 259권",연3회,4,312,53307,170.8557692,,,,,,,,,전체,,,,,,,,,전체,,,,,,,5,,100,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000175,문화시설,미술관,성마루미술관,충북,충주시,4313033523,대소원면 장성리,4313033500,대소원면,4.31305E+11,충북 충주시 대소원면 장성길 38-1,27472,라바301848,127.838825,36.9613639,사립,미등록,043-848-7200,2007.12.01,N,미등록,미등록,,N,,N,16500,330,330,66,,17,33,500,,,365,2920,8,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000176,문화시설,미술관,쉐마미술관,충북,청주시 청원구,4311425037,내수읍 원통리,4311425000,내수읍,4.31143E+11,충북 청주시 청원구 내수읍 내수로 241,28152,다바999552,127.4996815,36.6950253,사립,등록,043-221-3269,2009.06.26,Y,2011.01.03,충북-사립13-2011-01호,www.schemaartmuseum.com,N,,N,3966,620,245,74,43,110,28,47000,연12회,7,312,2845,9.118589744,"2,000",,"1,000","1,000","2,000",50,50,단체 20명 이상 50% 할인,"6세 이하 어린이, 65세 이상 어르신,장애인복지법에 따른 장애인,국가유공자 등 예우 및 지원에 관한 법률에 따른 국가유공자와유족,(신분증 또는 증명서유 제시자에 한함)","2,000",,"1,000","1,000","2,000",50,50,단체 20명 이상 50% 할인,"6세 이하 어린이, 65세 이상 어르신,장애인복지법에 따른 장애인,국가유공자 등 예우 및 지원에 관한 법률에 따른 국가유공자와유족,(신분증 또는 증명서유 제시자에 한함)",,,,,,,,,,1,1,,,,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000177,문화시설,미술관,스페이스몸미술관,충북,청주시 흥덕구,4311311300,가경동,4311374700,가경동,4.31133E+11,충북 청주시 흥덕구 풍년로 162,28395,다바939476,127.4328093,36.626778,사립,등록,043-236-6622,2000.07.01,Y,2005.12.28,충북-사립21-2005-05호,www.spacemom.org,N,,N,1520,981.46,231,27,,22,15,9000,연9회,9,285,2800,9.824561404,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,1,,,,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000178,문화시설,미술관,신미술관,충북,청주시 서원구,4311210100,사직동,4311251000,사직1동,4.31125E+11,충북 청주시 서원구 호국로97번길 30,28556,다바978488,127.4757213,36.6378272,사립,등록,043-264-5545,2000.07.01,Y,2003.10.08,충북-사립13-2003-01호,shinmuseum.org,N,,N,1447.5,716,482,43,103,43,45,,,,휴관,휴관,,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000179,문화시설,미술관,우민아트센터,충북,청주시 상당구,4311110400,북문로3가,4311152500,중앙동,4.31113E+11,충북 청주시 상당구 사북로 164,28542,다바990496,127.4891185,36.6445326,사립,등록,043-222-0357,2011.09.02,Y,2012.03.23,충북-사립13-2012-02호,www.wuminartcenter.org,N,,N,686,851,465,140,84,108,,,연11회,13,299,20474,68.47491639,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,2,,,,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000180,문화시설,미술관,운보미술관,충북,청주시 청원구,4311425026,내수읍 형동리,4311425000,내수읍,4.31145E+11,충북 청주시 청원구 내수읍 형동2길 92-41,28149,라바058548,127.5650627,36.6919326,사립,등록,043-213-0570,2001.05.26,Y,2001.09.27,충북-사립13-2001-02호,www.woonbo.kr,N,,N,2645,1408,200,211,,37,,,연2회,,317,20000,63.09148265,"6,000",,"4,000","5,000","6,000",30,30,청주시민,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000181,문화시설,미술관,고암이응노생가기념관,충남,홍성군,4480025621,홍북읍 중계리,4480025600,홍북읍,4.48003E+11,충남 홍성군 홍북읍 이응노로 61-7,32251,다바224475,126.6321657,36.6226197,공립,등록,041-630-9243,2011.11.08,Y,2011.11.08,충남-공립13-2011-06호,http://leeungno.hongseong.go.kr/,N,,Y,20596,1312,432,114,50,34,150,10000,연4회,10,253,12004,47.44664032,"1,000",,500,500,"1,000","성인30%,학생,군인,대학생 40%",,,"65세이상, 6세이하, 장애인 등","1,000",,500,500,"1,000","성인30%,학생,군인,대학생 40%",,,"65세이상, 6세이하, 장애인 등",,,2,3,,2,3,,유,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000182,문화시설,미술관,천안시립미술관,충남,천안시 동남구,4413134026,성남면 용원리,4413134000,성남면,4.41313E+11,충남 천안시 동남구 성남면 종합휴양지로 185,31246,다바754620,127.2248886,36.7561303,공립,등록,1566-0155,2012.09.03,Y,2016.01.13,충남-공립13-2016-02호,www.cnac.or.kr,N,,N,730,1682,894,370,785,187,,,연4회,6,192,22406,116.6979167,,,,,,,,,,,,,,,,,,전체,4,4,,,,,,,20,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
