ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART23N000000061","문화시설","미술관","대구문화예술회관 미술관","대구","달서구","2729010100","성당동","2729051500","성당동","272903147002","대구광역시 공원순환로 201","42672","라마955614","128.5580764","35.8447383","공립","1종","053-606-6114","1991.10.08","Y","2014.03.17","대구-공립13-2014-01호","https://daeguartcenter.or.kr/","N",,"N","66100","13636","3930","450",,"109","45","6,910","연8회",,"311","124995","402",,,,,,,,,"전체",,,,,,,,,"전체","2",,,,,"5",,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000062","문화시설","미술관","대구미술관","대구","수성구","2726012200","삼덕동","2726068000","고산2동","272603146033","대구광역시 수성구 미술관로 40","42250","마마060595","128.6743785","35.8270382","공립","1종","053-803-7900","2011.05.26","Y","2011.04.11","대구-공립13-2011-02호","artmuseum.daegu.go.kr,mam.daegu.go.kr,blog.naver.com/damuseum","Y","무료","Y","7202","16970","4202","1,596","439","361","189","14,202","연11회","16","313","220088","703.1565495","1000","0","700","700","700","30","50","예술인패스카드소지자, 하사 이하 군인, 다자녀 가정구성원, 국민기초생활수급자, 자원봉사 100시간 이상, 그린카드 결제자","장애인과 안내인, 국가유공자 등, 병역 명문가와 가족, 문화가 있는 날 전 관람객","10000","0","7000","7000","7000","30","50","예술인패스카드소지자,하사이하군인,다저녀가정구성원,국민기초생활수급자,자원봉사100시간이상,그린카드결제자,문화가있는날 전관람객 50%할인","장애인과 안내인,국가유공자 등,병역명문가와 가족","4",,,"1",,"8",,,"721",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000063","문화시설","미술관","경북대학교미술관","대구","북구","2723011100","산격동","2723063000","산격3동","272303145021","대구광역시 북구 대학로 80","41566","마마001663","128.6095653","35.8890435","대학","1종","053-950-7968","2006.03.02","Y","2009.12.31","대구-대학13-2009-02호","http://artmuseum.knu.ac.kr/","N",,"Y","566","803","525","42",,"13","14","2,001","연4회","4","296","41458","140",,,,,,,,,"전체",,,,,,,,,"전체","1","1",,"1",,"2",,,"1",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000064","문화시설","미술관","계명대학교 극재미술관","대구","남구","2720010300","대명동","2720058600","대명3동","272003141013","대구광역시 남구 명덕로 104 동산관","42403","라마975625","128.5803823","35.8545053","대학","1종","053-620-2381","1999.10.28","Y","2012.12.04","대구-대학13-2012-01호","http://newcms.kmu.ac.kr/arts/1528/subview.do","N",,"N","116895.2","2373","1350.3","51","508","52",,,,"2","247","10779","44",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,,,"1",,,,"3",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000065","문화시설","미술관","송암미술관","인천","미추홀구","2817710300","학익동","2817758000","학익1동","281774253294","인천광역시 미추홀구 비류대로 55번길 68","22197","다사241375","126.6421169","37.4344147","공립","1종","032-440-6770","1992.10.01","Y","1992.12.21","인천-공립13-1992-01호","https://www.incheon.go.kr/museum/MU020101","N",,"N","14553","3685","2069","463","122","275","7","1,481","연1회","5","320","9962","31",,,,,,,,,"전체",,,,,,,,,"전체","2",,,"4",,,"2",,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000066","문화시설","미술관","인천아트플랫폼","인천","중구","2811010500","해안동1가","2811053000","신포동","281104247343","인천광역시 중구 제물량로218번길 3","22314","다사222418","126.6201577","37.4728142","공립","1종","032-760-1000","2009.09.25","Y","2012.07.26","인천-공립13-2012-03호","www.inartplatform.kr","N",,"Y","6635","5593","460","80","192","145","100","3,200","연3회","11","213","20530","97",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,"3",,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000067","문화시설","미술관","더리미미술관","인천","강화군","2871031024","선원면 신정리","2871031000","선원면","287104271458","인천광역시 강화군 선원면 선원사지로 51번길 14","23042","다사126698","126.5083907","37.7238323","사립","1종","032-933-9297","1995.08.06","Y","1996.05.23","인천-사립13-1996-01호","deorimimuseum.com","N",,"N","1600","380","280","14","50","5","13","300","연14회","6","310","1590","6","2000","0","2000","2000","2000",,,"문화의 날 50%",,,,,,,,,,"상설전시관람료에 포함",,,,,,,,,,"2",,,"2",,"2","1",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000068","문화시설","미술관","전원미술관(휴관)","인천","강화군","2871039021","송해면 솔정리","2871039000","송해면","287104271085","인천광역시 강화군 송해면 강화대로766번길 27","23019","다사082746","126.4586272","37.7666095","사립","1종","032-933-0045","1995.08.06","Y","1996.09.06","인천-사립13-1996-02호",,"N",,"N","1157","566","556","67","123","10",,,,,,,,"2000","0","1000","1000","2000","50","50","65세이상","유치원, 65세이상, 장애인",,,,,,,,,,,,,,,,,,,"2",,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000069","문화시설","미술관","해든뮤지움","인천","강화군","2871033025","길상면 장흥리","2871033000","길상면","287104271558","인천광역시 강화군 길상면 장흥로101번길 44","23052","다사125574","126.5088466","37.6121346","사립","1종","032-937-6911~2","2013.05.11","Y","2017.09.01","인천-사립13-2017-01호","www.haedenmuseum.com/","N",,"N","2980","1986","1066","106","213","55","25",,"연7회","31","312","12000","38","13000","0","7000","7000","13000","25","45","장애인 단체, 군인 단체 할인","미취학 아동 등","13000","0","0","7000","13000","17",,,,,,,,,,,,,"2",,,,"2","2",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000070","문화시설","미술관","광주시립미술관","광주","북구","2917010900","운암동","2917060200","운암2동","291703162082","광주광역시 북구 하서로 52","61104","다라440877","126.8857371","35.1832339","공립","1종","062-613-7100","1992.08.01","Y","1993.02.11","광주 공립13-1993-01호","artmuseum.gwangju.go.kr","Y","무료","Y","143293","13330","2921","1,408","680","439","129","11,447","연8회","7","310","130000","400",,,,,,,,,"전체",,,,,,,,,,"13","2",,,,"29",,"4","300",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000071","문화시설","미술관","시화문화마을금봉미술관","광주","북구","2917011300","각화동","2917065000","문화동","291702162001","광주광역시 북구 각화대로 91","61142","다라490872","126.9403966","35.1794429","공립","1종","062-269-9883","2015.06.04","Y","2015.09.21","광주-공립13-2015-01호","bukgu.gwangju.kr/shihwa/","N",,"N","8898","982.94","391.4","31",,"33",,,"연11회","10","309","12346",,,,,,,,,,"전체",,,,,,,,,"전체",,,,"1",,,"1",,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000072","문화시설","미술관","양림미술관","광주","남구","2915511300","양림동","2915551000","양림동","291553161016","광주광역시 남구 제중로 70","61640","다라465829","126.91282","35.1405381","공립","미등록","062-607-2315","2012.12.27","N","미등록","미등록","https://blog.naver.com/yangrimart","N",,"N","158","318","318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000073","문화시설","미술관","이강하미술관","광주","남구","2915511300","양림동","2915551000","양림동","291554283745","광주광역시 남구 3.1 만세운동길 6","61663","다라467825","126.9156665","35.136904","공립","1종","062-674-8515","2018.02.09","Y","2018.07.02","광주-공립13-2018-02호","http://lkh-artmuseum.com","N",,"N","373","231.9","199.8","55","81","19","38",,"연6회","4","280","23461","30",,,,,,,,,"전체",,,,,,,,,,,,,,,,,"1",,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000074","문화시설","미술관","국윤미술관","광주","동구","2911011900","소태동","2911073000","지원1동","291103159010","광주광역시 동구 의재로 82","61496","다라486819","126.9365036","35.1318786","사립","1종","062-232-7335","2008.07.21","Y","2008.06.17","광주-사립13-2008-01호","https://cafe.daum.net/yywol","N",,"N","248","569","242","99","118","33","39","500","연3회","4","300","2000","6",,,,,,,,,"전체",,,,,,,,,,,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000075","문화시설","미술관","드영미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277145","광주광역시 동구 성촌길 6","61493","다라502822","126.9534678","35.1343699","사립","1종","062-223-6515","2018.05.01","Y","2018.05.01","광주-사립13-2018-01호","www.deyoungmuseum.co.kr","Y","무료","Y","1405","1222.3","376","41","72","32",,,"연4회","18","311","19593","63",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,,,"5",,,,"1",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000076","문화시설","미술관","무등현대미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277206","광주광역시 동구 증심사길 9","61493","다라502822","126.9537225","35.1341828","사립","1종","010-6645-3041","2007.10.02","Y","2007.07.26","광주-사립13-2007-01호","www.mdmoca.co.kr","N",,"N","1388","605","441","67","100","16","43","2,000","연8회","11","302","2077","7",,,,,,,,,"전체","2000","0","1000","1000","2000","10","50","예술인패스, 다둥이카드, 장애인, 문화의 날(50%)할인 등","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등",,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000077","문화시설","미술관","소암미술관","광주","남구","2915510300","서동","2915554500","사직동","291553162073","광주광역시 남구 중앙로 83-1, 81-3","61637","다라459833","126.9070047","35.1437759","사립","1종","062-671-7711","2017.07.12","Y","2017.08.22","광주-사립13-2017-02호","www.soam-museum.com","N",,"N","335","221","159","26",,"9","10","140","연5회","15","190","3700","37",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,,,"3",,,,,"2","2",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000078","문화시설","미술관","우제길미술관","광주","동구","2911012100","운림동","2911071000","학운동","291103159010","광주광역시 동구 의재로 140-6","61494","다라492819","126.9430441","35.1318006","사립","1종","062-224-6601","1999.09.01","Y","2001.04.13","광주-사립13-2001-01호","www.wjgart.co.kr","N",,"N","1326","1139","165","84","129","60",,,"연4회","1","312","952","3","1500","1500","1500","1500","1500",,,"문화누리카드 할인","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","3000","3000","3000","3000","3000",,,"문화누리카드 할인","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등",,,,,,,,,,"1",,,,"2",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000079","문화시설","미술관","은암미술관","광주","동구","2911010500","대의동","2911052500","충장동","291104277144","광주광역시 동구 서석로 85번길 8-12","61474","다라472840","126.9206505","35.1500276","사립","2종","062-226-6677","2010.06.18","Y","2011.03.15","광주-사립21-2011-01호","www.eunam.org","N",,"N","441","2608","395","42","55","39","10","10,000","연16회","5","310","7194","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"1",,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000080","문화시설","미술관","의재미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277206","광주광역시 동구 증심사길 155","61493","다라514816","126.9675129","35.1291451","사립","1종","062-222-3040","2001.11.17","Y","2004.08.18","광주-사립13-2004-01호","www.uijae.org","N",,"N","6048","1562","630","80","70","141",,,"연3회","3","240","8016","33","2000","0","0","1000","2000","50",,,"13세 이하, 65세 이상 관람객 장애인, 국가유공자","2000","0","0","1000","2000","50",,,"13세 이하, 65세 이상 관람객 장애인, 국가유공자",,,,,,,,,,"3",,,,"1",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000081","문화시설","미술관","주안미술관","광주","동구","2911010100","대인동","2911052500","충장동","291103009006","광주광역시 동구 제봉로 197","61473","다라467843","126.9156131","35.1533358","사립","1종","062-222-2083","2015.12.01","Y","2015.12.01","광주-사립13-2015-02호","http://www.juanartmuseum.org","N",,"N","203","131","125","25",,"13","40","350","연6회","8","363","1816","5",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,,,"2",,,,"3","1",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000082","문화시설","미술관","광주대학교 호심미술관","광주","남구","2915510800","진월동","2915570500","진월동","291553161020","광주광역시 남구 효덕로 277","61743","다라448790","126.894719","35.1052383","대학","2종","062-670-2173","2017.01.01","Y","2019.10.04","광주-대학21-2019-01호","http://www.gwangju.ac.kr","N",,"N","1991.7","405","135","68","68","34",,,"연12회",,"200","10400","52",,,,,,,,,,,,,,,,,,"전체",,,,,,,,,,,,,,"1",,"2",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000083","문화시설","미술관","조선대학교 미술관","광주","동구","2911011800","서석동","2911065500","서남동","291102009007","광주광역시 동구 필문대로 309 미술대학 3층","61452","다라481828","126.9303311","35.1398917","대학","1종","062-230-7832","1989.01.01","Y","2008.12.17","광주-대학13-2008-02호","https://artmuseum.chosun.ac.kr/","N",,"N","3239","1469","1057","157","163","62",,,"연4회","9","247","7000","30",,,,,,,,,"전체",,,,,,,,,,,,,,,,,,,"1",,,,,"4",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000084","문화시설","미술관","대전시립미술관","대전","서구","3017012800","만년동","3017065000","만년동","301702166001","대전광역시 서구 둔산대로 155","35204","다바897188","127.385738","36.3669038","공립","1종","042-270-7370","1998.04.15","Y","1998.06.29","대전-공립13-1998-01호","www.daejeon.go.kr/dma","N",,"Y","648716","8427","2954","726","426","205","164","21,910","연16회","15","265","86221","602","500","300","300","300","500","20","20","매월 마지막 주 수요일 무료","국빈 외국 사절단 및 그 수행자, 6세 이하 어린이, 65세 이상 노인, 장애인 등록증 소지자, 국가 유공자, 독립 유공자, 참전 유공자, 고엽제후유증자, 5·18 유공자, 특수임무유공자, 억류지 출신 포로가족, 의사상자, 공무수행자, 꿈나라 사랑카드 소지","10000","0","6000","8000","8000","20","20","매월 마지막 주 수요일 무료","국빈 외국 사절단 및 그 수행자, 6세 이하 어린이, 65세 이상 노인, 장애인 등록증 소지자, 국가 유공자, 독립 유공자, 참전 유공자, 고엽제후유증자, 5·18 유공자, 특수임무유공자, 억류지 출신 포로가족, 의사상자, 공무수행자, 꿈나라 사랑카드 소지","4","6",,"5",,"14","4",,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000085","문화시설","미술관","이응노미술관","대전","서구","3017012800","만년동","3017065000","만년동","301702166001","대전광역시 서구 둔산대로 157","35204","다바895186","127.3830736","36.3656284","공립","1종","042-611-9800","2007.05.03","Y","2012.02.09","대전-공립13-2012-01호","www.leeungnomuseum.or.kr/","N",,"Y","8100","2700","472","569","154","111","57","3,141",,"43","254","60071","236",,,,,,,,,,"1000","0","600","600","600","20","50","예술인 패스 소지자무료 , 매월 마지막 주 수요일 무료, 대전시민(50%할인)","노인(65세 이상) 및 유아(6세 이하), 장애인(1급~3급) 및 보호자, 고엽제 후유의증 환자증 소지자, 유공자(국가유공자, 독립유공자, 5.18민주 유공자, 참전유공자, 특수임무유공자) 및 유족증 소지자, 명예시민증 소지자(배우자포함), 선거 투표 참여자(투표확인증, 당일에 한 함), 다자녀 우대 ‘꿈나무 사랑카드’소지자 전원, 이응노미술관 개인, 법인 멤버십",,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000086","문화시설","미술관","남철미술관(휴관)","대전","서구","3017010800","괴정동","3017056000","괴정동","301703166004","대전광역시 서구 갈마로 173-1","35290","다바888157","127.3760654","36.3389783","사립","1종","042-525-2094","2001.11.24","Y","2001.06.11","대전-사립13-2001-02호",,"N",,"N","524","381","331","99",,"49","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000087","문화시설","미술관","성암미술관","대전","유성구","3020011100","봉명동","3020053000","온천1동","302003167044","대전광역시 유성구 온천동로 19-1","34187","다바864173","127.3488405","36.3536765","사립","1종","042-822-7882","2011.12.27","Y","2011.12.22","대전-사립13-2011-01호","http://성암미술관.한국","N",,"N","430","531","247","30","30","10","20","1,000","연3회",,"120","217","2","4000","0","3000","3000","4000","50",,,,"4000","0","3000","3000","4000","50","25","문화의날 50% 할인, 경로, 장애인, 군인 25% 할인","미취학(유치원포함)",,,,,,,,,,,,,"1",,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000088","문화시설","미술관","여진불교미술관","대전","유성구","3020014300","탑립동","3020060000","관평동","302003167043","대전광역시 유성구 엑스포로 624","34041","다바915236","127.4062774","36.4106457","사립","1종","042-934-8466","2005.11.22","Y","2005.11.21","대전-사립13-2005-03호",,"N",,"N","10321","1744","1604","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000089","문화시설","미술관","울산시립미술관","울산","중구","3111010400","북정동","3111058500","중앙동","311104862026","울산광역시 중구 미술관길 72","44468","마마650305","129.3206708","35.5575626","공립","1종","052-211-3800","2022.01.06","Y","2021.12.23","울산-공립13-2021-01호","https://www.ulsan.go.kr/s/uam/","N",,"N","6182","12830","2318","1,016","531","344","149","2,176","연14회","8","306","194235","635","1000","0","0","0","1000","30","50","울산시민 500원","한부모·다자녀가정, 국가·독립·참전유공자, 고엽제후유의증환자, 5·18민주유공자, 특수임무유공자, 의사상자, 장애인, 국빈유공자, 외국사절단, 학술연구 및 공무수행출입자, 19세미만 또는 65세이상의 자, 작품기증자 및 그 가족, 단체인솔 교원 및 관광안내사 등,* 65세 이상 노인 등등","1000","0","0","0","1000","30","50","울산시민 500원","한부모·다자녀가정, 국가·독립·참전유공자, 고엽제후유의증환자, 5·18민주유공자, 특수임무유공자, 의사상자, 장애인, 국빈유공자, 외국사절단, 학술연구 및 공무수행출입자, 19세미만 또는 65세이상의 자, 작품기증자 및 그 가족, 단체인솔 교원 및 관광안내사 등,* 65세 이상 노인 등등","14","1",,"3",,"10",,"6","3615",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000090","문화시설","미술관","경기도미술관","경기","안산시","4127310700","초지동","4127357000","초지동","412733191020","경기도 안산시 단원구 동산로 268","15385","다사390252","126.8118648","37.3243145","공립","1종","031-481-7200","2006.10.25","Y","2007.01.17","경기-공립13-2007-01호","http://gmoma.ggcf.kr","N",,"N","10000","8277","2115","716","620","328","80","14,328","연6회","15","297","100898","339",,,,,,,,,"전체",,,,,,,,,"전체","7",,,,,,"1","8","26",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000091","문화시설","미술관","경기도자미술관","경기","이천시","4150010200","관고동","4150053000","관고동","415004421055","경기도 이천시 경충대로2697번길 231","17379","다사932196","127.4242104","37.2760293","공립","1종","031-645-0730","2001.08.10","Y","2007.02.16","경기-공립13-2007-02호","www.kocef.org","N",,"N","197093","6926","1992","550","737","79","429","16,474","연2회","6","189","6537","34",,,,,,,,,,"3000","0","2000","2000","3000","30~50","30~50","&quot;경기도민 할인 문화가 있는날 무료관람   문화비 소득공제 &quot;","7세 이하 유아 및 만 65세 이상, 국가유공자, 기초생활수급대상자, 1~3급 장애인 및 동반자 1인, 단체 인솔자 및 교사(20명당 1인), 단체유치 여행사가이드 및 버스기사","5",,,,,,"2",,"13",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000092","문화시설","미술관","경기생활도자미술관","경기","여주시","4167012000","천송동","4167053000","오학동","416704442277","경기도 여주시 신륵사길7","12636","라사138223","127.6566422","37.2995585","공립","1종","031-887-8250","2001.07.01","Y","2007.12.20","경기-공립13-2007-13호","www.kocef.org, www.gmocca.org","N",,"Y","62581","2858","1258","223",,"60",,,"연5회","3","303","16189",,,,,,,,,,"전체",,,,,,,,,"전체","3",,,,,,,,"554",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000093","문화시설","미술관","고양시립 아람미술관","경기","고양시","4128510500","마두동","4128556000","마두1동","412853192094","경기도 고양시 일산동구 중앙로 1286","10409","다사360626","126.7744595","37.6614862","공립","1종","031-960-0180","2007.05.31","Y","2011.09.01","경기-공립13-2011-07호","www.artgy.or.kr","N",,"N","54239","1961","1899","76","142","100",,,"연2회","19","205","21523","105",,,,,,,,,"전체","15000","9000","9000","12000","15000","30",,"고양시민 20~30%할인, 문화가 있는날 30~50%할인","36개월 미만, 65세이상, 장애인, 국가유공자",,,,,,,,"1",,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000094","문화시설","미술관","김홍도미술관","경기","안산시","4127110800","성포동","4127159000","성포동","412713190071","경기도 안산시 상록구 충장로 422","15294","다사425242","126.8515913","37.3154619","공립","1종","031-481-0505","2013.04.05","Y","2016.02.17","경기-공립13-2016-01호","www.ansanart.com","N",,"Y","11315","3072","2451","114","52","85","36","1,000","연7회","3","311","32289","103",,,,,,,,,"전체",,,,,,,,,"전체","2",,,,,,"1",,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000095","문화시설","미술관","백남준아트센터","경기","용인시","4146310300","상갈동","4146353000","상갈동","414633204031","경기도 용인시 기흥구 백남준로 10","17068","다사654189","127.1097948","37.26873","공립","1종","031-201-8500","2008.10.08","Y","2008.09.08","경기-공립13-2008-16호","http://njp.ggcf.kr","Y","무료","Y","27614","5605","2357","309","251","343","40","9,665","연5회","21","311","141923",,,,,,,,,,"전체",,,,,,,,,"전체","6",,,,,"1",,,"30",,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000096","문화시설","미술관","성남큐브미술관","경기","성남시","4113510700","야탑동","4113564000","야탑3동","411352000005","경기도 성남시 분당구 성남대로 808","13514","다사673338","127.1310273","37.4027704","공립","2종","031-783-8000","2010.08.06","Y","2012.09.05","경기-공립21-2012-09호","www.snab.or.kr","N",,"N","1131","4538","1131","132",,"85",,,"연15회","2","288","36436","127",,,,,,,,,"전체",,,,,,,,,"전체 ※공동주최 전시는 전시별 상이","8",,,,,,,"1",,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
